lesson,order,title,jlpt,type,pattern,meaning_vi,usage,notes,examples,quiz
4,5,Tính từ bổ ngữ cho danh từ,N5,basic,N1 は Aい/Aな + N2 です。,N1 là N2 [tính chất]...,Dùng tính từ để bổ nghĩa trực tiếp cho danh từ đứng sau.,"Tính từ đuôi な phải giữ nguyên ""な"" khi đứng trước danh từ.","[{""segments"": [{""kanji"": ""富士山"", ""reading"": ""ふじさん""}, {""text"": ""は""}, {""kanji"": ""高"", ""reading"": ""たか""}, {""text"": ""い""}, {""kanji"": ""山"", ""reading"": ""やま""}, {""text"": ""です。""}], ""vi"": ""Núi Phú Sĩ là ngọn núi cao.""}, {""segments"": [{""text"": ""ミカさんはきれいな""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""です。""}], ""vi"": ""Mika là người xinh đẹp.""}]","[{""question"": {""segments"": [{""kanji"": ""富士山"", ""reading"": ""ふじさん""}, {""text"": ""は ""}, {""kanji"": ""高"", ""reading"": ""たか""}, {""text"": ""い ___ です。""}]}, ""choices"": [""山"", ""です"", ""な山""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""京都"", ""reading"": ""きょうと""}, {""text"": ""は しずか ___ まちです。""}]}, ""choices"": [""い"", ""な"", ""の""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""テレビは べんり ___ ""}, {""kanji"": ""機械"", ""reading"": ""きかい""}, {""text"": ""です。""}]}, ""choices"": [""な"", ""い"", ""の""], ""answer"": 0}]"
4,6,Từ nối そして và が,N5,basic,S1。そして、S2。 / S1 が、S2。,"Và, hơn nữa... / Nhưng...",Dùng để nối hai câu có quan hệ bổ sung hoặc đối lập.,"""そして"" nối câu cùng chiều. ""が"" nối câu có ý nghĩa ngược nhau.","[{""segments"": [{""text"": ""リンさんはかわいいです。そして、""}, {""kanji"": ""親切"", ""reading"": ""しんせつ""}, {""text"": ""です。""}], ""vi"": ""Bạn Linh đáng yêu. Và còn tốt bụng nữa.""}, {""segments"": [{""kanji"": ""仕事"", ""reading"": ""しごと""}, {""text"": ""は""}, {""kanji"": ""楽"", ""reading"": ""たの""}, {""text"": ""しいですが、""}, {""kanji"": ""忙"", ""reading"": ""いそが""}, {""text"": ""しいです。""}], ""vi"": ""Công việc vui nhưng bận rộn.""}]","[{""question"": {""segments"": [{""text"": ""ベトナム""}, {""kanji"": ""料理"", ""reading"": ""りょうり""}, {""text"": ""は おいしいです。___ ""}, {""kanji"": ""安"", ""reading"": ""やす""}, {""text"": ""いです。""}]}, ""choices"": [""そして"", ""が"", ""も""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""日本"", ""reading"": ""にほん""}, {""text"": ""の""}, {""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べ""}, {""kanji"": ""物"", ""reading"": ""もの""}, {""text"": ""は おいしいです ___ ""}, {""kanji"": ""高"", ""reading"": ""たか""}, {""text"": ""いです。""}]}, ""choices"": [""そして"", ""が"", ""から""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""キムさんは イケメンです。 ___ ""}, {""kanji"": ""親切"", ""reading"": ""しんせつ""}, {""text"": ""です。""}]}, ""choices"": [""が"", ""そして"", ""の""], ""answer"": 1}]"
4,7,Câu hỏi với どう,N5,basic,N は どうですか。,N thì thế nào?,"Dùng để hỏi về ấn tượng, ý kiến hoặc cảm tưởng của người nghe.",Thường dùng để hỏi cảm nhận sau khi đã trải nghiệm điều gì đó.,"[{""segments"": [{""text"": ""ベトナム""}, {""kanji"": ""料理"", ""reading"": ""りょうり""}, {""text"": ""はどうですか。""}], ""vi"": ""Món ăn Việt Nam thế nào?""}, {""segments"": [{""kanji"": ""先生"", ""reading"": ""せんせい""}, {""text"": ""はどうですか。""}], ""vi"": ""Thầy giáo thì thế nào?""}]","[{""question"": {""segments"": [{""kanji"": ""日本"", ""reading"": ""にほん""}, {""text"": ""の""}, {""kanji"": ""生活"", ""reading"": ""せいかつ""}, {""text"": ""は ___ ですか。""}]}, ""choices"": [""なん"", ""どう"", ""どれ""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""ズンもりセンターは ___ ですか。""}]}, ""choices"": [""どう"", ""なに"", ""だれ""], ""answer"": 0}, {""question"": {""segments"": [{""kanji"": ""先生"", ""reading"": ""せんせい""}, {""text"": ""は ___ ですか。""}]}, ""choices"": [""どこ"", ""だれ"", ""どう""], ""answer"": 2}]"
4,8,Câu hỏi với どんな,N5,basic,N1 は どんな N2 ですか。,N1 là N2 như thế nào?,Dùng khi muốn hỏi về tính chất cụ thể của một đối tượng.,Câu trả lời thường là: [Tính từ] + N2.,"[{""segments"": [{""text"": ""ハノイはどんな""}, {""kanji"": ""町"", ""reading"": ""まち""}, {""text"": ""ですか。""}], ""vi"": ""Hà Nội là thành phố như thế nào?""}, {""segments"": [{""text"": ""マイさんはどんな""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""ですか。""}], ""vi"": ""Bạn Mai là người như thế nào?""}]","[{""question"": {""segments"": [{""text"": ""ダナンは ___ ""}, {""kanji"": ""所"", ""reading"": ""ところ""}, {""text"": ""ですか。""}]}, ""choices"": [""どの"", ""どう"", ""どんな""], ""answer"": 2}, {""question"": {""segments"": [{""kanji"": ""先生"", ""reading"": ""せんせい""}, {""text"": ""は ___ ""}, {""kanji"": ""人"", ""reading"": ""ひと""}, {""text"": ""ですか。""}]}, ""choices"": [""どんな"", "" đâu"", ""どう""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""バインミーは ___ ""}, {""kanji"": ""食"", ""reading"": ""た""}, {""text"": ""べ""}, {""kanji"": ""物"", ""reading"": ""もの""}, {""text"": ""ですか。""}]}, ""choices"": [""どの"", ""どんな"", ""どう""], ""answer"": 1}]"
4,9,Đại từ nghi vấn どれ,N5,basic,どれ ですか。,Cái nào?,Dùng để chọn một đối tượng trong một nhóm từ 3 đối tượng trở lên.,Dùng cho các vật hiện hữu rõ ràng trước mắt.,"[{""segments"": [{""text"": ""あなたの""}, {""kanji"": ""傘"", ""reading"": ""かさ""}, {""text"": ""はどれですか。""}], ""vi"": ""Ô của bạn là cái nào?""}]","[{""question"": {""segments"": [{""text"": ""チャンさんの""}, {""kanji"": ""靴"", ""reading"": ""くつ""}, {""text"": ""は ___ ですか。""}]}, ""choices"": [""どの"", ""どう"", ""どれ""], ""answer"": 2}, {""question"": {""segments"": [{""text"": ""あなたの""}, {""kanji"": ""鞄"", ""reading"": ""かばん""}, {""text"": ""は ___ ですか。""}]}, ""choices"": [""どれ"", ""なに"", "" đâu""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""ミラーさんの""}, {""kanji"": ""辞書"", ""reading"": ""じしょ""}, {""text"": ""は ___ ですか。""}]}, ""choices"": [""どこ"", ""どれ"", ""なに""], ""answer"": 1}]"
5,1,"Cách đếm giờ, phút",N5,basic,Số đếm + じ ／ Số đếm + ふん (ぷん),~ giờ ~ phút,Dùng để nói về thời gian cụ thể trong ngày.,"Lưu ý các biến âm: 4 giờ (よじ), 7 giờ (しちじ), 9 giờ (くじ). Phút có thể là ""fun"" hoặc ""pun"" tùy số đếm.","[{""segments"": [{""kanji"": ""今"", ""reading"": ""いま""}, {""text"": "" 8""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": ""15""}, {""kanji"": ""分"", ""reading"": ""ふん""}, {""text"": ""です。""}], ""vi"": ""Bây giờ là 8 giờ 15 phút.""}, {""segments"": [{""kanji"": ""今朝"", ""reading"": ""けさ""}, {""text"": "" 5""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": ""30""}, {""kanji"": ""分"", ""reading"": ""ふん""}, {""text"": ""です。""}], ""vi"": ""Sáng nay là 5 giờ rưỡi.""}]","[{""question"": {""segments"": [{""text"": ""Bốn giờ trong tiếng Nhật đọc là gì?""}]}, ""choices"": [""よんじ"", ""よじ"", ""しじ""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""10""}, {""kanji"": ""分"", ""reading"": ""ぷん""}, {""text"": "" trong tiếng Nhật là ___ 。""}]}, ""choices"": [""じゅうふん"", ""じゅっぷん"", ""じゅうぷん""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""7""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": "" trong tiếng Nhật đọc là ___ 。""}]}, ""choices"": [""ななじ"", ""しちじ"", ""しじ""], ""answer"": 1}]"
5,2,Cách nói thứ,N5,basic,**~ 曜日 (ようび)**,Thứ ~,Dùng để chỉ các ngày từ thứ Hai đến Chủ Nhật.,Từ để hỏi là 何曜日 (なんようび).,"[{""segments"": [{""text"": ""きょうは""}, {""kanji"": ""月曜日"", ""reading"": ""げつようび""}, {""text"": ""です。""}], ""vi"": ""Hôm nay là thứ Hai.""}, {""segments"": [{""kanji"": ""休"", ""reading"": ""やす""}, {""text"": ""みの""}, {""kanji"": ""日"", ""reading"": ""ひ""}, {""text"": ""は""}, {""kanji"": ""何曜日"", ""reading"": ""なんようび""}, {""text"": ""ですか。""}], ""vi"": ""Ngày nghỉ là thứ mấy?""}]","[{""question"": {""segments"": [{""text"": ""Thứ Tư trong tiếng Nhật là gì?""}]}, ""choices"": [""かようび"", ""すいようび"", ""もくようび""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""Thứ Bảy và Chủ Nhật là ___ 。""}]}, ""choices"": [""どようび と にちようび"", ""げつようび と かようび"", ""きんようび と どようび""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""___ ""}, {""kanji"": ""曜日"", ""reading"": ""ようび""}, {""text"": ""ですか。...""}, {""kanji"": ""火曜日"", ""reading"": ""かようび""}, {""text"": ""です。""}]}, ""choices"": [""なん"", ""なに"", ""どこ""], ""answer"": 0}]"
5,3,Động từ dạng ます,N5,basic,Vます,Làm V,Cách nói lịch sự của động từ diễn tả hành động.,"Các động từ tiêu biểu: 勉強します (học), 働きます (làm việc), 寝ます (ngủ), 起きます (dậy).","[{""segments"": [{""kanji"": ""毎日"", ""reading"": ""まいにち""}, {""text"": "" ""}, {""kanji"": ""勉強"", ""reading"": ""べんきょう""}, {""text"": ""します。""}], ""vi"": ""Mỗi ngày tôi đều học bài.""}, {""segments"": [{""kanji"": ""今日"", ""reading"": ""きょう""}, {""text"": "" ""}, {""kanji"": ""働"", ""reading"": ""はたら""}, {""text"": ""きます。""}], ""vi"": ""Hôm nay tôi làm việc.""}]","[{""question"": {""segments"": [{""text"": ""Từ nào có nghĩa là 'ngủ'?""}]}, ""choices"": [""おきます"", ""ねます"", ""たべます""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""Từ nào có nghĩa là 'làm việc'?""}]}, ""choices"": [""やすみます"", ""べんきょうします"", ""はたらきます""], ""answer"": 2}, {""question"": {""segments"": [{""text"": ""Chọn dạng lịch sự của động từ 'dậy':""}]}, ""choices"": [""おきます"", ""おきした"", ""おきません""], ""answer"": 0}]"
5,4,Các thì của Động từ dạng ます,N5,basic,ます / ません / ました / ませんでした,(Khẳng định/Phủ định) hiện tại và quá khứ,Diễn tả hành động theo thời gian (hiện tại/tương lai hoặc quá khứ).,"ます/ません: hiện tại, tương lai. ました/ませんでした: quá khứ.","[{""segments"": [{""text"": ""きのう""}, {""kanji"": ""休"", ""reading"": ""やす""}, {""text"": ""みました。""}], ""vi"": ""Hôm qua tôi đã nghỉ.""}, {""segments"": [{""text"": ""おととい""}, {""kanji"": ""寝"", ""reading"": ""ね""}, {""text"": ""ませんでした。""}], ""vi"": ""Hôm kia tôi đã không ngủ.""}]","[{""question"": {""segments"": [{""text"": ""Phủ định quá khứ của '""}, {""kanji"": ""勉強"", ""reading"": ""べんきょう""}, {""text"": ""します' là:""}]}, ""choices"": [""べんきょうしません"", ""べんきょうしました"", ""べんきょうしませんでした""], ""answer"": 2}, {""question"": {""segments"": [{""text"": ""Hành động sẽ làm vào ngày mai (""}, {""kanji"": ""明日"", ""reading"": ""あした""}, {""text"": "") dùng đuôi:""}]}, ""choices"": [""ます"", ""ました"", ""ませんでした""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""Hôm qua (""}, {""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": "") tôi đã làm việc:""}]}, ""choices"": [""はたらきます"", ""はたらきました"", ""はたらきません""], ""answer"": 1}]"
5,5,Thời gian に Vます,N5,basic,[Thời gian] に Vます,Làm V vào lúc (thời gian),Chỉ thời điểm cụ thể (thường có con số) mà hành động xảy ra.,Trợ từ に đi sau danh từ chỉ thời gian có con số cụ thể.,"[{""segments"": [{""kanji"": ""毎朝"", ""reading"": ""まいあさ""}, {""text"": "" 6""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": ""に""}, {""kanji"": ""起"", ""reading"": ""お""}, {""text"": ""きます。""}], ""vi"": ""Mỗi sáng tôi dậy vào lúc 6 giờ.""}, {""segments"": [{""kanji"": ""昨日"", ""reading"": ""きのう""}, {""text"": ""の""}, {""kanji"": ""晩"", ""reading"": ""ばん""}, {""text"": "" 11""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": ""20""}, {""kanji"": ""分"", ""reading"": ""ふん""}, {""text"": ""に""}, {""kanji"": ""寝"", ""reading"": ""ね""}, {""text"": ""ました。""}], ""vi"": ""Tối qua tôi đã ngủ lúc 11 giờ 20 phút.""}]","[{""question"": {""segments"": [{""text"": ""7""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": "" ___ ""}, {""kanji"": ""起"", ""reading"": ""お""}, {""text"": ""きます。""}]}, ""choices"": [""は"", ""に"", ""を""], ""answer"": 1}, {""question"": {""segments"": [{""kanji"": ""何時"", ""reading"": ""なんじ""}, {""text"": "" ___ ""}, {""kanji"": ""寝"", ""reading"": ""ね""}, {""text"": ""ますか。""}]}, ""choices"": [""に"", ""で"", ""が""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""8""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": ""30""}, {""kanji"": ""分"", ""reading"": ""ふん""}, {""text"": "" ___ ""}, {""kanji"": ""会議"", ""reading"": ""かいぎ""}, {""text"": ""が""}, {""kanji"": ""終"", ""reading"": ""お""}, {""text"": ""わります。""}]}, ""choices"": [""に"", ""を"", ""へ""], ""answer"": 0}]"
5,6,Cấu trúc ～から ～ まで,N5,basic,N1 から N2 まで,Từ N1 đến N2,Chỉ điểm bắt đầu và kết thúc của thời gian hoặc địa điểm.,Có thể dùng cả cặp hoặc dùng riêng lẻ (chỉ から hoặc chỉ まで).,"[{""segments"": [{""kanji"": ""月曜日"", ""reading"": ""げつようび""}, {""text"": ""から""}, {""kanji"": ""金曜日"", ""reading"": ""きんようび""}, {""text"": ""まで""}, {""kanji"": ""勉強"", ""reading"": ""べんきょう""}, {""text"": ""します。""}], ""vi"": ""Tôi học từ thứ Hai đến thứ Sáu.""}, {""segments"": [{""kanji"": ""銀行"", ""reading"": ""ぎんこう""}, {""text"": ""は 8""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": ""から 4""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": ""までです。""}], ""vi"": ""Ngân hàng mở từ 8 giờ đến 4 giờ.""}]","[{""question"": {""segments"": [{""text"": ""Từ mấy giờ đến mấy giờ là ___ 。""}]}, ""choices"": [""なんじから なんじまで"", ""なんじに なんじに"", ""なんようびから なんじまで""], ""answer"": 0}, {""question"": {""segments"": [{""text"": ""9""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": "" ___ ""}, {""kanji"": ""勉強"", ""reading"": ""べんきょう""}, {""text"": ""します (Học từ 9 giờ).""}]}, ""choices"": [""まで"", ""から"", ""に""], ""answer"": 1}, {""question"": {""segments"": [{""kanji"": ""昼休み"", ""reading"": ""ひるやすみ""}, {""text"": ""は 12""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": "" ___ 1""}, {""kanji"": ""時"", ""reading"": ""じ""}, {""text"": "" ___ です。""}]}, ""choices"": [""から / まで"", ""に / まで"", ""から / に""], ""answer"": 0}]"
6,1,"Cách nói ngày, tháng, năm",N5,basic,N は ～月 ～日 です,N là ngày ~ tháng ~,"Dùng để nói về mốc thời gian ngày tháng, sinh nhật hoặc sự kiện.","Tháng 4 (shigatsu), tháng 7 (shichigatsu), tháng 9 (kugatsu). Các ngày mồng 1-10, 14, 20, 24 có cách đọc đặc biệt.","[{""segments"": [{""kanji"": ""今日"", ""reading"": ""きょう""}, {""text"": ""は 8""}, {""kanji"": ""月"", ""reading"": ""がつ""}, {""text"": ""17""}, {""kanji"": ""日"", ""reading"": ""にち""}, {""text"": ""です。""}], ""vi"": ""Hôm nay là ngày 17 tháng 8.""}, {""segments"": [{""kanji"": ""誕生日"", ""reading"": ""たんじょうび""}, {""text"": ""は 6""}, {""kanji"": ""月"", ""reading"": ""がつ""}, {""text"": ""4""}, {""kanji"": ""日"", ""reading"": ""にち""}, {""text"": ""です。""}], ""vi"": ""Sinh nhật tôi là ngày 4 tháng 6.""}]","[{""question"": {""segments"": [{""text"": ""Mồng 1 trong tiếng Nhật đọc là gì?""}]}, ""choices"": [""いちにち"", ""ついたち"", ""ひとつ""], ""answer"": 1}, {""question"": {""segments"": [{""kanji"": ""月"", ""reading"": ""がつ""}, {""text"": "" 9 trong tiếng Nhật đọc là ___ 。""}]}, ""choices"": [""きゅうがつ"", ""くがつ"", ""ここのかつ""], ""answer"": 1}, {""question"": {""segments"": [{""text"": ""Ngày 20 trong tiếng Nhật đọc là ___ 。""}]}, ""choices"": [""にじゅうにち"", ""はつか"", ""はたち""], ""answer"": 1}]"
